gml_id,fid,name,adresse,oeffnungszeiten,telefon,internet,osm_edit_url,api_features_url
apotheken_nrw.12085569594,"12085569594",Contzen-Apotheke,"-","Mo 08:30-13:00,15:00-18:30, Tu-Th 08:30-13:00, Sa 09:00-13:00, Tu-Th 14:30-18:30, Fr 08:00-13:00,15:00-18:30","-","-",https://www.openstreetmap.org/edit?node=2085569594%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12085569594.html
apotheken_nrw.12087068531,"12087068531",Elisen-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=2087068531%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12087068531.html
apotheken_nrw.12087474291,"12087474291",Hirsch-Apotheke,"-","Mo,Tu,Th,Fr 08:30-13:00,15:00-18:30; We 08:30-13:00; Sa 09:00-13:00",+49 2159 2871,https://www.marien-apotheke-meerbusch.de/,https://www.openstreetmap.org/edit?node=2087474291%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12087474291.html
apotheken_nrw.12087731952,"12087731952",Flora Apotheke an der Akademie,"Mont-Cenis-Straße 267, Herne","-","-",https://www.floraapo.de/,https://www.openstreetmap.org/edit?node=2087731952%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12087731952.html
apotheken_nrw.12090313795,"12090313795",Apotheke im Viertel,"Mont-Cenis-Straße 251, Herne","Mo-Fr 8:00-18:30; Su 8:30-14:00",+49 2323 961604,https://sodingen.apotheke-im-viertel.com/,https://www.openstreetmap.org/edit?node=2090313795%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12090313795.html
apotheken_nrw.12093703773,"12093703773",St. Marien Apotheke,"Mülheimer Straße 37, Ratingen","Mo-Fr 08:30-18:30; Sa 09:00-14:00",+49 2102 309820,https://www.st-marienapo.de/,https://www.openstreetmap.org/edit?node=2093703773%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12093703773.html
apotheken_nrw.12096294877,"12096294877",Elisana-Apotheke,"Südwall 15, Dorsten","Mo-Fr 08:00-18:30; Sa 08:30-13:00; PH off","-","-",https://www.openstreetmap.org/edit?node=2096294877%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12096294877.html
apotheken_nrw.12098921738,"12098921738",Rathaus Apotheke,"Markt 11, Erftstadt","Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00",+49 2235 76355,https://www.rathaus-apotheke-erftstadt.de/,https://www.openstreetmap.org/edit?node=2098921738%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12098921738.html
apotheken_nrw.12099528245,"12099528245",Spitzweg Apotheke,"Wickeder Hellweg 108, Dortmund","Mo-Fr 08:00-18:30; Sa 08:30-14:00; PH off",+49 231 211992,https://spitzweg-marien-apotheken.de/,https://www.openstreetmap.org/edit?node=2099528245%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12099528245.html
apotheken_nrw.12099528246,"12099528246",Marien-Apotheke,Wickeder Hellweg 57,"-","-","-",https://www.openstreetmap.org/edit?node=2099528246%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12099528246.html
apotheken_nrw.12104732535,"12104732535",Einhorn-Apotheke,"-","Mo,Tu,Th,Fr 08:30-13:00, Mo-Fr 14:30-18:30, Sa 09:00-13:00, We 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=2104732535%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12104732535.html
apotheken_nrw.12106859887,"12106859887",Antonius-Apotheke,"Lippstädter Straße 34, Rietberg","Mo-Fr 08:00-19:00; Sa 08:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2106859887%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12106859887.html
apotheken_nrw.12108035598,"12108035598",Brunnenapotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=2108035598%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12108035598.html
apotheken_nrw.12109804455,"12109804455",Rothaar-Apotheke,"Sieg-Lahn-Straße 49, Bad Laasphe","Mo,Tu,Th,Fr 08:00-13:00,14:00-18:30; We 08:00-13:00; Sa 08:00-12:30",+49 2754 - 378 378,http://www.rothaar-apotheke.de/,https://www.openstreetmap.org/edit?node=2109804455%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12109804455.html
apotheken_nrw.12112719181,"12112719181",Ahorn Apotheke,Auf den Kempen 18,"Mo-Fr 08:30-13:00,15:00-18:30; Sa 09:00-13:00",+49 2161/6 76 64,http://www.apo-ahorn.de/,https://www.openstreetmap.org/edit?node=2112719181%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12112719181.html
apotheken_nrw.12113437258,"12113437258",Delphin Apotheke,"Tannenbergstraße 58, Wuppertal","Mo-Sa 07:30-21:00; PH off",+49 202 42967990,https://www.delphinapotheke-wuppertal.de/,https://www.openstreetmap.org/edit?node=2113437258%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12113437258.html
apotheken_nrw.12115834276,"12115834276",Annen Apotheke,"Dingbängerweg 69, Münster","Mo-Th 08:30-13:00,14:00-18:30, Fr 08:30-18:30, Sa 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=2115834276%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12115834276.html
apotheken_nrw.12116516096,"12116516096",Apotheke am Phoenixsee,"Phoenixseestraße 13, Dortmund","Mo-Fr 08:00-18:30; Sa 10:00-14:00","-","-",https://www.openstreetmap.org/edit?node=2116516096%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12116516096.html
apotheken_nrw.12117205217,"12117205217",Linden-Apotheke,"Oberwiehler Straße 53, Wiehl","Mo-Fr 08:30-13:00; Mo-Tu, Th-Fr 15:00-18:30; Sa 08:30-12:30","-","-",https://www.openstreetmap.org/edit?node=2117205217%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12117205217.html
apotheken_nrw.12117212848,"12117212848",Löwen-Apotheke,"Wülfringhausener Straße 1, Wiehl","Mo-Fr 08:00-18:30; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2117212848%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12117212848.html
apotheken_nrw.12121067303,"12121067303",easy Apotheke,"Sandstraße 163, Siegen","Mo-Fr 09:00-19:00,Sa 09:00-16:00; PH off",+49 271 7700050,https://siegen.easyapotheken.de/easyapotheke-siegen/?id=22707,https://www.openstreetmap.org/edit?node=2121067303%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12121067303.html
apotheken_nrw.12122586511,"12122586511",UKM-Apotheke,"Albert-Schweitzer-Campus A3, Münster","-","-",http://klinikum.uni-muenster.de,https://www.openstreetmap.org/edit?node=2122586511%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12122586511.html
apotheken_nrw.12122666354,"12122666354",Dominikus-Apotheke,"Luegallee 97, Düsseldorf","Mo-Fr 08:30-18:30; Sa 09:00-13:00; Su,PH off",+49 211 570033,https://www.apotheken.de/club/40545/dominikus-apotheke,https://www.openstreetmap.org/edit?node=2122666354%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12122666354.html
apotheken_nrw.12123971196,"12123971196",Avie Apotheke,"-","Mo-Sa 09:00-19:00; PH,Su off","-","-",https://www.openstreetmap.org/edit?node=2123971196%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12123971196.html
apotheken_nrw.12128802388,"12128802388",Apotheke am Leopoldinum,"-","-","-","-",https://www.openstreetmap.org/edit?node=2128802388%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12128802388.html
apotheken_nrw.12129418767,"12129418767",Grenzland-Apotheke,"Lindenstraße 2, Gangelt","Mo-Fr 08:00-13:00,14:30-18:30; Sa 08:00-13:00",+49 2454 938638,https://www.grenzland-apotheke-gangelt.de/,https://www.openstreetmap.org/edit?node=2129418767%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12129418767.html
apotheken_nrw.12133332136,"12133332136",Markt-Apotheke,"-","Mo-Fr 08:30-18:30; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2133332136%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12133332136.html
apotheken_nrw.12134485956,"12134485956",Adler-Apotheke,"-","Mo-Fr 08:30-18:30; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2134485956%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12134485956.html
apotheken_nrw.12135889937,"12135889937",Eschendorf Apotheke,"-","Mo-Fr 08:00-19:00; Sa 08:00-14:00",05971 98 97-0,https://www.gerne-gesund-apotheke.de,https://www.openstreetmap.org/edit?node=2135889937%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12135889937.html
apotheken_nrw.12136896196,"12136896196",Nikolaus-Apotheke,"Gilgaustraße 18, Köln","Mo-Fr 08:00-19:00; Sa 08:00-14:00","-","-",https://www.openstreetmap.org/edit?node=2136896196%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12136896196.html
apotheken_nrw.12141264719,"12141264719",Apotheke im Globus,"Max-Planck-Straße 9, Köln",Mo-Sa 09:00-19:00,"-","-",https://www.openstreetmap.org/edit?node=2141264719%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12141264719.html
apotheken_nrw.12142640086,"12142640086",Akazien-Apotheke,"Akazienweg 8a, Bonn","Mo-Fr 09:00-12:00,14:00-18:00",+49 228 313131,"-",https://www.openstreetmap.org/edit?node=2142640086%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12142640086.html
apotheken_nrw.12146192218,"12146192218",Braunsfelder-Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:30-14:00","-","-",https://www.openstreetmap.org/edit?node=2146192218%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12146192218.html
apotheken_nrw.12149663810,"12149663810",Rosen-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=2149663810%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12149663810.html
apotheken_nrw.12154321387,"12154321387",Hohenzollern Apotheke,"Loddenheide 5, Münster","Mo-Sa 08:00-21:00; Su,PH off","-","-",https://www.openstreetmap.org/edit?node=2154321387%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12154321387.html
apotheken_nrw.12160058243,"12160058243",Löwen-Apotheke,"-","Mo-Fr 08:00-19:00; Sa 08:00-16:00; Su,PH off",+49 211 940970,http://www.loewen-apotheke-kaiserswerth.de/,https://www.openstreetmap.org/edit?node=2160058243%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12160058243.html
apotheken_nrw.12161690755,"12161690755",Viva-Apotheke Dr. Rückstein,"Kurt-Schumacher-Straße 5, Herten","Mo-Th 08:00-18:30; Fr 08:00-18:45; Sa 09:00-14:00; Su,PH off","-","-",https://www.openstreetmap.org/edit?node=2161690755%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12161690755.html
apotheken_nrw.12164612713,"12164612713",Kreuz-Apotheke,"Hauptstraße 53, Monheim am Rhein","Mo-Sa 08:30-13:00, Mo,Tu,Th,Fr 15:00-18:30","-","-",https://www.openstreetmap.org/edit?node=2164612713%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12164612713.html
apotheken_nrw.12165203450,"12165203450",Engel Apotheke,"Bochumer Straße 27, Herne","closed ""Bis auf Weiteres geschlossen.""","-","-",https://www.openstreetmap.org/edit?node=2165203450%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12165203450.html
apotheken_nrw.12165986820,"12165986820",Adler Apotheke,"-","Mo-Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00; PH off","-","-",https://www.openstreetmap.org/edit?node=2165986820%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12165986820.html
apotheken_nrw.12169505006,"12169505006",Apotheke im real,"Ottostraße 40-43, Bochum","Mo-Sa 08:30-20:00,08:30-20:00",+49 2327 54450,http://www.apotheken-im-real.de/bochum-wattenscheid,https://www.openstreetmap.org/edit?node=2169505006%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12169505006.html
apotheken_nrw.12173397070,"12173397070",Finken-Apotheke,"-","Mo,Tu,Th, Fr 08:30-13:00,14:30-18:30; We 08:30-13:00; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2173397070%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12173397070.html
apotheken_nrw.12173397137,"12173397137",Engel Apotheke,"Hammer Straße 90a, Hamm","Mo-Fr 08:00-13:30,16:30-18:30; We 08:00-18:00; Sa 09:00-13:00",+49 2381 / 974400,http://www.engel-apotheke-hamm.de/,https://www.openstreetmap.org/edit?node=2173397137%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12173397137.html
apotheken_nrw.12178835819,"12178835819",Weidenapotheke,"Thomasstraße 19, Monheim am Rhein","Mo-Fr 08:00-13:00,15:00-18:30; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2178835819%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12178835819.html
apotheken_nrw.12179599599,"12179599599",Apotheke am Burgweiher,"Am Burgweiher 52, Bonn","Mo-Fr 08:00-18:30; Sa 08:30-14:00; PH,Su off",+49 228 613305,"-",https://www.openstreetmap.org/edit?node=2179599599%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12179599599.html
apotheken_nrw.12182253257,"12182253257",Elefanten-Apotheke,Hauptstraße 162,"Mo-Fr 08:00-19:00; Sa 08:00-16:00","-","-",https://www.openstreetmap.org/edit?node=2182253257%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12182253257.html
apotheken_nrw.12183316220,"12183316220",Rheingold Apotheke,"Corneliusstraße 81, Düsseldorf","Mo-Fr 08:30-18:30; Sa 08:30-13:00",+49 211 3 84 45 10,http://www.rheingold-apotheke-duesseldorf.de,https://www.openstreetmap.org/edit?node=2183316220%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12183316220.html
apotheken_nrw.12192901253,"12192901253",Apotheke Hääl,"Gerichtsstraße 25, Essen","Mo-Sa 08:00-20:00; PH off","-","-",https://www.openstreetmap.org/edit?node=2192901253%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12192901253.html
apotheken_nrw.12194196715,"12194196715",Urbecker Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=2194196715%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12194196715.html
apotheken_nrw.12194588121,"12194588121",Marienloher Apotheke,"Von-Haxthausen-Weg 10, Paderborn","Mo-Sa 8:00-13:00; Mo, Tu, Th, Fr 14:00-18:30","-",https://www.marienloher-apotheke-paderborn.de/,https://www.openstreetmap.org/edit?node=2194588121%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12194588121.html
apotheken_nrw.12194615371,"12194615371",St. Engelbert-Apotheke,"-","-",+49 2961 8449,"-",https://www.openstreetmap.org/edit?node=2194615371%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12194615371.html
apotheken_nrw.12197819515,"12197819515",Flora Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=2197819515%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12197819515.html
apotheken_nrw.12199285607,"12199285607",Elefanten-Apotheke,"Unterstraße 91, Bochum","Mo-Fr 08:00-18:30; We 08:00-13:30; Sa 09:00-13:00",+49 234 294950,https://www.elefanten-apotheke-bochum.de/,https://www.openstreetmap.org/edit?node=2199285607%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12199285607.html
apotheken_nrw.12210243871,"12210243871",Biber-Apotheke,"Mühlenplatz 1, Solingen","Mo-Fr 08:00-19:00; Sa 10:00-18:00",+49 212/2 33 66 88,https://www.biber-apo-solingen.de/,https://www.openstreetmap.org/edit?node=2210243871%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12210243871.html
apotheken_nrw.12212780913,"12212780913",Fortuna Apotheke,"Dieselstraße 128, Duisburg","-","-","-",https://www.openstreetmap.org/edit?node=2212780913%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12212780913.html
apotheken_nrw.12213501251,"12213501251",Roland-Apotheke,"Marktplatz 4, Aachen","Mo,Tu,Th,Fr 08:00-13:00,14:30-18:30; We,Sa 08:00-13:00; Su,PH off",+49 241 526189,https://www.brander-apotheken.com/,https://www.openstreetmap.org/edit?node=2213501251%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12213501251.html
apotheken_nrw.12213510992,"12213510992",Aquis-Apotheke,"Theaterstraße 33, Aachen","Mo-Fr 08:00-18:30; Sa 09:30-13:30",+49 241 31421,https://www.aquisapo.de/,https://www.openstreetmap.org/edit?node=2213510992%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12213510992.html
apotheken_nrw.12217003653,"12217003653",Apotheke an der Hauptpost,"Ostwall 213, Krefeld","Mo-Fr 08:00-18:30; Sa 08:00-13:00",+49 2151 / 27919,https://www.apotheke-anderhauptpost.de/,https://www.openstreetmap.org/edit?node=2217003653%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12217003653.html
apotheken_nrw.12223017771,"12223017771",Marien-Apotheke,"-","Mo-Fr 08:00-13:00,14:30-18:30; Sa 08:00-13:00",+49 2242 2714,http://www.marien-apotheke-hennef.de/,https://www.openstreetmap.org/edit?node=2223017771%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12223017771.html
apotheken_nrw.12233813787,"12233813787",farma-Plus Apotheke,"Am Bahnhof 2, Kirchhundem","-","-","-",https://www.openstreetmap.org/edit?node=2233813787%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12233813787.html
apotheken_nrw.12246602471,"12246602471",Adler Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:30-13:00; PH off",+49 2571 2154,https://adler-apotheke-greven.de/,https://www.openstreetmap.org/edit?node=2246602471%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12246602471.html
apotheken_nrw.12253010089,"12253010089",Markt Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-13:30","-","-",https://www.openstreetmap.org/edit?node=2253010089%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12253010089.html
apotheken_nrw.12253010158,"12253010158",Rathaus Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-14:00","-","-",https://www.openstreetmap.org/edit?node=2253010158%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12253010158.html
apotheken_nrw.12254558475,"12254558475",Kolumbus-Apotheke,"Sunderplatz 1, Mülheim an der Ruhr","Mo,Tu,Th,Fr 08:30-13:00,15:00-18:30; We,Sa 08:30-13:00","+49208492387",https://www.kolumbus-apotheke.de/,https://www.openstreetmap.org/edit?node=2254558475%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12254558475.html
apotheken_nrw.12261460502,"12261460502",Dreilinden Apotheke,"-","Mo-Fr 08:00-19:00; Sa 09:00-14:00",+49 2248 2173,https://www.dreilinden-apotheke.de/,https://www.openstreetmap.org/edit?node=2261460502%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12261460502.html
apotheken_nrw.12264197020,"12264197020",Wald-Apotheke,"Hochstraße 16, Waldbröl","Mo-Tu,Th-Fr 08:00-18:00; We 08:00-13:00; Sa 08:30-13:00",+49 2291 901034,"-",https://www.openstreetmap.org/edit?node=2264197020%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12264197020.html
apotheken_nrw.12264456883,"12264456883",Quellen-Apotheke,"Marktstraße 8, Bad Lippspringe","Mo-Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00","-",http://www.quellenapo.de,https://www.openstreetmap.org/edit?node=2264456883%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12264456883.html
apotheken_nrw.12266110958,"12266110958",Biber-Apotheke,"Hauptstraße 5, Arnsberg","Mo-Fr 08:30-18:30; Sa 09:00-13:00",+49 2932 700077,https://www.biber-apotheke.com/willkommen.html,https://www.openstreetmap.org/edit?node=2266110958%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12266110958.html
apotheken_nrw.12271494553,"12271494553",Paracelsus-Apotheke,"Graf-Adolf-Straße 100, Düsseldorf","Mo-Fr 08:30-18:30; Sa 10:00-13:00; PH off","-","-",https://www.openstreetmap.org/edit?node=2271494553%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12271494553.html
apotheken_nrw.12275191075,"12275191075",Möllenkotten,"Möllenkotter Straße 3c, Schwelm","Mo-Fr 08:00-18:30; Sa 08:30-13:00",+49 2336/32 50,https://www.moellenkotten-apotheke-schwelm.de/,https://www.openstreetmap.org/edit?node=2275191075%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12275191075.html
apotheken_nrw.12276820281,"12276820281",Westgate-Apotheke,"Habsburgerring 2, Köln","Mo-Fr 09:00-19:00; Sa 10:00-16:30","-","-",https://www.openstreetmap.org/edit?node=2276820281%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12276820281.html
apotheken_nrw.12282235712,"12282235712",Eschen-Apotheke,"-","Mo-Fr 08:30-19:00; Sa 09:30-16:00","-","-",https://www.openstreetmap.org/edit?node=2282235712%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12282235712.html
apotheken_nrw.12283319136,"12283319136",Quellen-Apotheke,"Chateauneufstraße 7, Alfter","Mo,Tu,Th,Fr 08:00-19:00; We 08:00-14:00; Sa 08:30-13:00",+49 228 640050,https://www.quellen-apotheke-alfter.de/,https://www.openstreetmap.org/edit?node=2283319136%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12283319136.html
apotheken_nrw.12284317903,"12284317903",Frings-Apotheke,"Thaliastraße 7, Kerpen","Mo-Fr 08:00-19:00; Sa 09:00-14:00","-","-",https://www.openstreetmap.org/edit?node=2284317903%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12284317903.html
apotheken_nrw.12285212940,"12285212940",Elefanten-Apotheke,"-","Mo-Fr 08:30-13:00,14:00-18:30; Sa 08:30-13:30",+49 2841 93270,http://www.elefanten-apotheke-moers.apodigital.de/,https://www.openstreetmap.org/edit?node=2285212940%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12285212940.html
apotheken_nrw.12289169962,"12289169962",Sonnen-Apotheke,"Im Weiher 21, Wiehl","Mo-Fr 08:00-18:30; Sa 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=2289169962%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12289169962.html
apotheken_nrw.12290075099,"12290075099",Löwen-Apotheke,"Steinstraße 5, Moers","Mo-Fr 08:00-19:00; Sa 08:00-18:00",+49 2841 / 22 0 54,https://www.loewen-apotheke-moers.de/,https://www.openstreetmap.org/edit?node=2290075099%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12290075099.html
apotheken_nrw.12290084411,"12290084411",Adler Apotheke,"Kirchstraße 6, Moers","Mo-Fr 08:00-20:00; Sa 08:00-18:00",+49 2841 21021,http://www.adler-apo-moers.de/,https://www.openstreetmap.org/edit?node=2290084411%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12290084411.html
apotheken_nrw.12291504744,"12291504744",Bären Apotheke,"Neustraße 1a, Lüdinghausen","Mo,Tu,Th,Fr 08:00-19:00; We 08:00-18:00; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2291504744%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12291504744.html
apotheken_nrw.12293713437,"12293713437",Rüttenscheider Apotheke,"Rüttenscheider Straße 132, Essen","Mo-Fr 08:00-19:00; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=2293713437%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12293713437.html
apotheken_nrw.12295310341,"12295310341",Glückauf-Apotheke Innenstadt,"Friedrich-Ebert-Straße 79;81, Dinslaken","Mo,Tu,Th,Fr 08:00-13:00,14:30-18:30; We 08:00-13:00; Sa 09:30-13:00",+49 2064 51129,https://www.glueckauf-apotheke-dinslaken.de/,https://www.openstreetmap.org/edit?node=2295310341%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12295310341.html
apotheken_nrw.12297523027,"12297523027",Petri-Apotheke,"Papenbrink 18, Höxter","Mo,Tu,Th,Fr 08:00-13:00,14:30-18:00; We,Sa 08:00-13:00",+49 5271 31133,https://www.petri-apotheke-hoexter-app.de/,https://www.openstreetmap.org/edit?node=2297523027%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/12297523027.html
