FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,building,building:levels,name,roof:shape,type,website,wikidata,osm_id,osm_type,editlink,tutoriallink,email,fax,phone,site,wheelchair,contact:website,isced:level,ref,school:de,source,source:position,addr:suburb,operator,contact:email,contact:facebook,contact:fax,contact:phone,toilets:wheelchair,note,old_name,old_website,operator:type,short_name,wikipedia,addr:place,religion,grades,landuse,alt_name,url,barrier,denomination,name:etymology:wikidata,building:roof,wikimedia_commons,leisure,sport,source:geometry,created_by,check_date,loc_name,fixme,name:etymology:wikipedia,start_date,postal_code,opening_hours,wheelchair:description,building:roof:colour,roof:levels,source:housenumber,description,heritage:website,historic,removed:phone,addr:housename,school,building:first_floor_high,building:waterproof_bulk,source:addr,height,source:address,building:colour,name:en,gesamtschule,surface,construction,fee,operator:website,contact:instagram,internet_access,roof:colour,school:gender,designation,orientierungsstufe,wikipedia:de,building:energy_standard,comment,min_age,polling_station,shelter,access,access:conditional,layer,ele,building:part,name:de,name:lt,level,last_check,office,tennant,sub_ref
OSM_MRN_amenity_school_4326_Point.475,POINT (8.164920689655172 49.560335206896546),,,,,,school,,,Leininger-Gymnasium,,,,Q1648982,327096217,way,https://www.openstreetmap.org/way/327096217,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.476,POINT (8.455604675 49.600711025),Lampertheim,DE,1,68623,Carl-Lepper-Straße,school,,,Elisabeth-Selbert-Schule,,,,,329368389,way,https://www.openstreetmap.org/way/329368389,https://learnosm.org/de/beginner/,,,,,,,3B,6303,Berufsschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.477,POINT (8.470103244444445 49.46099803333333),,,,,,school,school,,Pavillon,,,,,330226727,way,https://www.openstreetmap.org/way/330226727,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.478,POINT (9.366524172727273 49.57929565454546),,,,,,school,,,Nardini-Schule,,,http://www.nardini-schule.de,,330315146,way,https://www.openstreetmap.org/way/330315146,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.479,POINT (8.157366584999998 49.35615226),,,,,,school,,,Kurfürst-Ruprecht-Gymnasium,,,https://www.krg-nw.de/,Q1569797,330767779,way,https://www.openstreetmap.org/way/330767779,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Kurfürst-Ruprecht-Gymnasium_Neustadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.480,POINT (8.6556574 49.471766),,,,,,school,,,Kurpfalz Gymnasium Schriesheim,,,,Q84995304,330955222,node,https://www.openstreetmap.org/node/330955222,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.481,POINT (8.5311778 49.405539455555555),,,,,,school,,,Schillerschule,,,,,331235354,way,https://www.openstreetmap.org/way/331235354,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.482,POINT (8.371750607936509 49.372626214285724),,,,,,school,,,Schulzentrum Paul-von-Denis Schifferstadt,,,,,331804843,way,https://www.openstreetmap.org/way/331804843,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.483,POINT (8.60457355806452 49.672720558064526),,,,,,school,,,Karl Kübel Schule,,,,Q18286350,332062653,way,https://www.openstreetmap.org/way/332062653,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,KKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.484,POINT (8.866240833333332 49.52738322222223),,,,,,school,,,Grundschule Schimmeldewog,,,,,332098648,way,https://www.openstreetmap.org/way/332098648,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.485,POINT (9.021425749999999 49.30669721250001),Helmstadt-Bargen,,16,74921,Schulstraße,school,yes,,Grundschule Bargen,,,,,332572748,way,https://www.openstreetmap.org/way/332572748,https://learnosm.org/de/beginner/,poststelle@04147710.schule.bwl.de,+49 6268 929389,+49 6268 354,,,,,,,bing,,Bargen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.486,POINT (8.68514381904762 49.24410187619048),Malsch,,4,69254,Schulstraße,school,,,Grundschule Malsch,,,,,332720834,way,https://www.openstreetmap.org/way/332720834,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.487,POINT (8.6565945 49.471945),,,,,,school,,,Kurpfalz Grund- und Werkrealschule Schriesheim,,,,,333298502,node,https://www.openstreetmap.org/node/333298502,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.488,POINT (8.6565612 49.4715714),,,,,,school,,,Kurpfalz Realschule Schriesheim,,,,,333298506,node,https://www.openstreetmap.org/node/333298506,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.489,POINT (8.5825761 49.36895696),,,,,,school,,,Friedrich-Ebert-Schule,,,,,333970531,way,https://www.openstreetmap.org/way/333970531,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.490,POINT (9.0856324 49.29177344444444),Hüffenhardt,DE,49,74928,Hauptstraße,school,yes,,Grundschule Hüffenhardt,,,,,334713646,way,https://www.openstreetmap.org/way/334713646,https://learnosm.org/de/beginner/,,,+49 6268 487,,no,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.491,POINT (8.285875838461537 49.25651074615385),Weingarten (Pfalz),,12,67366,Schulstraße,school,,,Ritter-von-Weingarten-Schule,,,,,336044487,way,https://www.openstreetmap.org/way/336044487,https://learnosm.org/de/beginner/,,,,,,,,,,,,,VG Lingenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.492,POINT (8.46725562 49.481540100000004),Mannheim,DE,11,68161,,school,yes,5,Generation Guide GmbH,flat,,https://www.generationguide.de/,,336136629,way,https://www.openstreetmap.org/way/336136629,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,L9,,,,,,,,,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.493,POINT (8.423748100000001 49.48884460909091),,,,,,school,,,Realschule plus am Ebertpark,,,https://www.rsplus-am-ebertpark.de/,,337346706,way,https://www.openstreetmap.org/way/337346706,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.494,POINT (8.664793524999999 49.54701514999999),,,,,,school,,,Privatgymnasium Weinheim,,,,,343688187,way,https://www.openstreetmap.org/way/343688187,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.495,POINT (9.13585711 49.371854029999994),Mosbach,,17,74821,Habichtweg,school,,,Waldstadt Schule,,,,,345193227,way,https://www.openstreetmap.org/way/345193227,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.496,POINT (8.1557604 49.54111862857143),,,,,,school,,,Grundschule Burgenländchen,,,https://gs-kirchheim.de/,,347284773,way,https://www.openstreetmap.org/way/347284773,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.497,POINT (8.4742713 49.4819139),,,,,,school,,,Max-Hachenburg-Schule,,,,,349804788,way,https://www.openstreetmap.org/way/349804788,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaufmännische Berufsschule,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.498,POINT (8.2617005 49.3617456),Haßloch,DE,1 a,67454,Schillerstraße,school,,,Kinderhort Rasselbande,,,,,352870218,node,https://www.openstreetmap.org/node/352870218,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.499,POINT (9.103362125 49.341041974999996),Mosbach,,14,74821,Martin-Luther-Straße,school,yes,,Bildungshaus,,,https://www.bildungshaus-neckarelz.de/,,353047925,way,https://www.openstreetmap.org/way/353047925,https://learnosm.org/de/beginner/,,,,,,,,,,,,Neckarelz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.500,POINT (9.110682075 49.341276625000006),Mosbach,,39,74821,Mosbacher Straße,school,,,Clemens-Brentano-Grundschule,,,https://www.cbs-mosbach.de/,,353228775,way,https://www.openstreetmap.org/way/353228775,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,Neckarelz,,,,,,,,,,,CBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.501,POINT (8.631904627272727 49.636286163636356),Heppenheim,DE,21,64646,Gerhart-Hauptmann-Straße,school,,,Starkenburg Gymnasium,,,https://www.starkenburg-gymnasium.de/,Q1555285,356111475,way,https://www.openstreetmap.org/way/356111475,https://learnosm.org/de/beginner/,starkenburg-gymnasium@kreis-bergstrasse.de,,+49 6252 99510,,,,2A;3A,5153,,bs-hessen,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Starkenburg-Gymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.502,POINT (8.1368458 49.3559256),Neustadt an der Weinstraße,DE,1,67433,Villenstraße,school,,,Käthe-Kollwitz-Gymnasium,,,,Q14524538,359841772,node,https://www.openstreetmap.org/node/359841772,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Käthe-Kollwitz-Gymnasium_(Neustadt an der Weinstraße),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.503,POINT (8.257235 49.3016718),Neustadt an der Weinstraße,,1,67435,Doktor-Haußner-Straße,school,,,Grundschule am Storchennest,,,,,360115939,way,https://www.openstreetmap.org/way/360115939,https://learnosm.org/de/beginner/,,,,,,,,,,,,Geinsheim,Stadt Neustadt an der Weinstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.504,POINT (8.209755125 49.50539124375),,,,,,school,,,Allgemeinbildende Schule,,,,,360780677,way,https://www.openstreetmap.org/way/360780677,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.505,POINT (8.977779142857143 49.46751332857143),,,,,,school,,,Hohenstaufen-Gymnasium,,,https://www.hsg-eberbach.de/,,365410008,way,https://www.openstreetmap.org/way/365410008,https://learnosm.org/de/beginner/,,+49 6271 9465299,+49 6271 94650,,,,,,,,,,,,,,,,,,,,HSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.506,POINT (8.978307911111111 49.46547475555556),,,40,,Friedrich-Ebert-Straße,school,,,Theodor-Frey-Schule,,,https://www.tfse.de/,,369594582,way,https://www.openstreetmap.org/way/369594582,https://learnosm.org/de/beginner/,info@tfse.de,+49 6271 802100,+49 6271 80201,,,,,,,,,,Rhein-Neckar-Kreis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.507,POINT (8.6507357 49.6128703),,,,,,school,,,Sonnberg Grundschule,,,,,370414655,node,https://www.openstreetmap.org/node/370414655,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.508,POINT (8.977062654285715 49.326337982857154),Helmstadt-Bargen,,1,74921,Asbacher Straße,school,yes,,Grafeneckschule,,,https://www.grafeneckschule-helmstadt.de/,,370912278,way,https://www.openstreetmap.org/way/370912278,https://learnosm.org/de/beginner/,info@grafeneckschule-helmstadt.de,+49 7263 20035,+49 7263 777,,limited,,,,,"LGL-BW, www.lgl-bw.de",,Helmstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.509,POINT (8.535749214285714 49.374963857142845),,,,,,school,,,Neurottschule Ketsch,,,,,371957003,way,https://www.openstreetmap.org/way/371957003,https://learnosm.org/de/beginner/,,,,,limited,,,,,Bing,,,,,,,,,,,,,,,,,,,,http://www.neurottschule-ketsch.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.510,POINT (8.688548494444444 49.395622994444444),,,,,,school,,,Helmholtz-Gymnasium,,,https://www.helmholtz-heidelberg.de/,Q1603228,372535118,way,https://www.openstreetmap.org/way/372535118,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Helmholtz-Gymnasium_Heidelberg,,,,,,,,,Q60024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.511,POINT (8.687780363636362 49.39727227272727),Heidelberg,,96,69126,Rohrbacher Straße,school,,,Pestalozzischule,,,https://www.pestalozzischule-heidelberg.de/,,372535120,way,https://www.openstreetmap.org/way/372535120,https://learnosm.org/de/beginner/,,,,,,,1,,Grundschule,,,,,,,,,,,,,,,,,,,,,,,,Q105428,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.512,POINT (8.686389700000001 49.39723415),Heidelberg,,77,69115,Römerstraße,school,,,Willy-Hellpach-Schule,,,https://willy-hellpach-schule.de/,,372535122,way,https://www.openstreetmap.org/way/372535122,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q69366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.513,POINT (8.688330725 49.403932624999996),,,,,,school,,,Landhausschule Heidelberg,,,https://lhs-hd.de/,,372753850,way,https://www.openstreetmap.org/way/372753850,https://learnosm.org/de/beginner/,,,,,no,,1,,Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.514,POINT (8.358554633333334 49.49385000000001),,,,,,school,,,Grundschule In der Langgewann,,,https://gslg.web02.edulu.de/,,376351254,way,https://www.openstreetmap.org/way/376351254,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.515,POINT (8.033461683333334 49.2200761),Albersweiler,,1,76857,Auf der Lehr,school,school,,Grundschule Albersweiler,,,,,376385532,way,https://www.openstreetmap.org/way/376385532,https://learnosm.org/de/beginner/,,,,,,,1,25755,Grundschule,,,,Verbandsgemeinde Annweiler am Trifels,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.516,POINT (8.6106449 49.46962916),Ladenburg,DE,18,68526,Heidelberger Straße,school,,,Werkrealschule Unterer Neckar,,,https://www.werkrealschule-unterer-neckar.de/,,376457838,way,https://www.openstreetmap.org/way/376457838,https://learnosm.org/de/beginner/,werkrealschule-unterer-neckar@gmx.de,+49 6203 70475,+49 6203 70470,,,,,,,,,,,,,,,,Umriss von Bing geraten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.517,POINT (8.610774622222223 49.46923793333334),Ladenburg,DE,20,68526,Heidelberger Straße,school,,,Merian-Realschule,,,,,376457840,way,https://www.openstreetmap.org/way/376457840,https://learnosm.org/de/beginner/,,,+496203-70480,,,,,,,,,,,,,,,,Umriss von Bing geraten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.518,POINT (8.610115936363636 49.46877133636363),Ladenburg,DE,4,68526,Realschulstraße,school,,,Carl-Benz-Gymnasium,,,,Q104216702,376457843,way,https://www.openstreetmap.org/way/376457843,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,Umriss von Bing geraten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.519,POINT (8.34753942142857 49.2446517),Lingenfeld,,10-12,67360,Schillerstraße,school,school,2,Realschule plus Lingenfeld,,,https://www.rsplus-lingenfeld.de/,,377825749,way,https://www.openstreetmap.org/way/377825749,https://learnosm.org/de/beginner/,,,+49 6344 969640,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.520,POINT (8.347448066666665 49.24569335555556),Lingenfeld,,,67360,Humboldtstraße,school,school,2,Grundschule Lingenfeld,,,http://www.gs-lingenfeld.de,,377826367,way,https://www.openstreetmap.org/way/377826367,https://learnosm.org/de/beginner/,,,+49 6344 969670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.521,POINT (8.10257535 49.30070567),Sankt Martin,DE,24,67487,Bergstraße,school,school,,Grundschule St Martin,,,http://www.gs-st-martin.de/grundschule/index.php?id=10,,383632189,way,https://www.openstreetmap.org/way/383632189,https://learnosm.org/de/beginner/,,,+49 6323 4094,,,,1,17512,Grundschule,,,,Verbandsgemeinde Maikammer,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.522,POINT (9.085497222222223 49.291870511111114),,,,,,school,,,Grundschule Hüffenhardt,,,,,384064841,way,https://www.openstreetmap.org/way/384064841,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.523,POINT (8.685550720000002 49.42871632666666),Heidelberg,,14,69121,Kriegsstraße,school,,,Tiefburgschule,,,https://www.tiefburgschule-hd.de,Q23787140,384802164,way,https://www.openstreetmap.org/way/384802164,https://learnosm.org/de/beginner/,,,+49 6221 480201,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2431829,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.524,POINT (8.989467675000002 49.3563300125),,,,,,school,,,Grundschule Aglasterhausen,,,,,388627391,way,https://www.openstreetmap.org/way/388627391,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.525,POINT (8.419857586206895 49.314828858620686),Speyer,DE,1,67346,Vincentiusstraße,school,,,Nikolaus-von-Weis-Gymnasium,,,https://www.nwg-speyer.de/,Q115161973,393245715,way,https://www.openstreetmap.org/way/393245715,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,Remove amenity=school when landuse=education is rendered.,,,,,,,,,Privatgymnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.526,POINT (8.417887336842107 49.313574068421055),Speyer,DE,8,67346,Holzstraße,school,,,Nikolaus-von-Weis-Realschule plus,,,https://www.nws-speyer.de/,Q116333016,393245716,way,https://www.openstreetmap.org/way/393245716,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,Remove amenity=school when landuse=education is rendered.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.527,POINT (9.002377371428572 49.347471385714286),,,,,,school,,,Gebrüder-Grimm-Schule,,,,,394251364,way,https://www.openstreetmap.org/way/394251364,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.528,POINT (8.6223718 49.70354877142857),Bensheim,DE,15,64625,Schloßstraße,school,,,Schlossbergschule,,,,,396516517,way,https://www.openstreetmap.org/way/396516517,https://learnosm.org/de/beginner/,,,,,no,,1,3366,Grundschule,bs-hessen,bs-hessen,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.529,POINT (8.739981125 49.6474143),Rimbach,,23,64668,Siegfriedstraße,school,school,,Schule am Katzenberg,,,https://www.schule-am-katzenberg.de/,,397290972,way,https://www.openstreetmap.org/way/397290972,https://learnosm.org/de/beginner/,schule-am-katzenberg@kreis-bergstrasse.de,+49 6253 930179,+49 6253 4578,,,,,,,,,,Landkreis Bergstraße,,,,,,,,,public,,,,,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.530,POINT (8.16011431 49.454783479999996),,,,,,school,,,Valentin-Ostertag-Schule,,,,,397489503,way,https://www.openstreetmap.org/way/397489503,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.531,POINT (8.15941475 49.454397699999994),Bad Dürkheim,DE,24,67098,Eduard-Jost-Straße,school,school,4,Maria-Montessori-Schule Bad Dürkheim,flat,,,,397489861,way,https://www.openstreetmap.org/way/397489861,https://learnosm.org/de/beginner/,info@montessori-bad-duerkheim.de,,+49 6322 9414940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
